experiment_name,experiment_label,model_name,model_slug,gold_row_index,article_id,id_phrase,article_title,phrase,gold_temporal_expression,gold_interval,predicted_interval_bucket,predicted_intervals_for_same_gold_span,row_status,counted_as_correct
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,27,5c31897d01f3edc7f58a0f03fceec2373fcfdc3d,121888,,"As of February 7th, 2020, a total of 31,213(2) cases have been detected and confirmed in Mainland China.","As of February 7th, 2020",left_open,left_open,left_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,28,01880ef487dfed3681dd6d296a0a82417b8f38a0,335755,Molecular Sciences Impact of RNA Virus Evolution on Quasispecies Formation and Virulence,"Since September 2012 to August 2018, 2253 MERS-CoV cases including 840 deaths were reported in 27 countries worldwide [101] .",September 2012 to August 2018,closed_duration,__MISSING__,,missing_span,0
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,29,01cff21366d475b5bc294c90da89a521b510234a,338805,"The viral aetiology of influenza-like illnesses in Kampala and Entebbe, Uganda, 2008",Patients of all ages presenting with ILI at the sentinel surveillance sites for influenza at Kiswa Health Centre in the Ugandan capital Kampala and Entebbe Hospital in Entebbe town were enrolled into this cross-sectional study between August and December 2008.,between August and December 2008,closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,30,0022796bb2112abd2e6423ba2d57751db06049fb,323732,Public Health Responses to and Challenges for the Control of Dengue Transmission in High-Income Countries: Four Case Studies,"A retrospective case-control study was performed for the period 01 January to 31 September 2004 and included all cases of dengueassociated mortality treated in Tan Tock Seng Hospital, Singapore [93] .",for the period 01 January to 31 September 2004,closed_duration,__MISSING__,,missing_span,0
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,31,4cac59a3723dd505a622cc58ec53b3574c88d795,98845,"The first report of the prevalence of COVID-19 in Chronic myelogenous leukemia patients in the core epidemic area of China: multicentre, cross-sectional survey","medRxiv preprint From February 15, 2020 to February 21, 2020, the clinical data of CML patients with COVID-19 in each center were collected.","From February 15, 2020 to February 21, 2020",closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,32,36a5f6d55d7c5f67d4344e36da0a72856ad3dda0,73085,"Title: The Novel Coronavirus, 2019-nCoV, is Highly Contagious and More Infectious Than Initially Estimated","The 2019-nCoV epidemic is still rapidly growing and spread to more than 20 countries as of February 5, 2020.","as of February 5, 2020",left_open,left_open,left_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,33,0f8261c63cdeeb5c2bf9294eba2954e1ca71b244,14972,Effect of non-pharmaceutical interventions for containing the COVID-19 outbreak in China,"The reported data of COVID-19 cases in the scatterplot were obtained from the Chinese National Health Commission, as of February 29, 2020.","as of February 29, 2020",left_open,left_open,left_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,34,09fd48d0e1f60fa69b68ebd54bd5d71fc08dec96,9856,Disparities in Age-Specific Morbidity and Mortality from SARS-CoV-2 in China and the Republic of Korea,"Data from China (n = 44,672 as of 11 February 2020) exhibit a typical symmetrical Gaussian configuration, with peak morbidity among individuals in the 50-59 year age cohort ( Figure 1 ).",as of 11 February 2020,left_open,left_open,left_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,35,70e1f2a0ff48a5d24e75fc2920d757968b224d79,143778,Identification of a super-spreading chain of transmission associated with COVID-19,"Between January 14 and January 20, 2020, a total of twelve doctors and nurses (C-29 to C-40) from Department-II in hospital A developed fever and abnormal CT-scan findings","Between January 14 and January 20, 2020",closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,36,66f8cfe75dce9b250b555fe8d136cf006f55649a,131401,Which Measures are Effective in Containing COVID-19? --Empirical Research Based on Prevention and Control Cases in China,January 24 to February 2 is the Chinese Spring Festival holiday.,January 24 to February 2,closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,37,815745bf1b522d33fd7371cc9a6561a2a93ef87e,164691,Simulating the infected population and spread trend of 2019-nCov under different policy by EIR model,"The estimate data and the official data from Jan 23 to Feb 7, 2020 Figure 4 shows the epidemic trend of the cumulated exposed number and identified number with average contact number k reduced from 5 to 0, 0.5, 1, 1.5, 1.852 and 2, which corresponding to quarantined rate 100%, 90%, 80%, 70%, 63%, 60%, after control quarantined measures","from Jan 23 to Feb 7, 2020",closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,38,3fb67d663ace1f95a9228d83bf11ff675d0fbff2,83113,Dynamic profile of severe or critical COVID-19 cases,"[1] [2] [3] [4] [5] World Health Organization (WHO) declared the rapidly spreading coronavirus outbreak a pandemic on March 11, 2020 , acknowledging what has seemed clear for some time -the virus will likely spread to all countries on the globe.","on March 11, 2020",closed,closed,closed,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,39,08660499ee722a74043f8417faee3e1eeb9d0f5f,7751,International travelers and genomics uncover a 'hidden' Zika outbreak,Our tMRCA estimates of the Zika virus lineages from Cuba suggest that the virus survived the low mosquito abundance season (i.e. 'overwintered' from November to March) to cause more intense transmission in 2017 after the local mosquito population rebounded.,from November to March,closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,40,0cad40f50e41144e8b64744251515eca8cfac5f7,12299,The reproductive number R 0 of COVID-19 based on estimate of a statistical time delay dynamical system,"Here the results are summarized in Table 1 with the real data employed up to Feb 16, 2020.","up to Feb 16, 2020",left_open,left_open,left_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,41,095cf0472e7f23349f22a1f538eb2c8d590d33e1,401189,Clinical characteristics and outcomes of patients with severe acute respiratory infections (SARI): results from the Egyptian,"After March 2011, the global standards and tools for influenza surveillance developed by the WHO were adopted [5] .",After March 2011,right_open,right_open,right_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,42,48b7966e4d83d9e9789c35151fd6d870dbc6551a,92612,Role of Chloroquine and Hydroxychloroquine in the Treatment of COVID-19 Infection-A Systematic Literature Review,"A derivative of CQ, Hydroxychloroquine sulfate (HCQ) was synthesized first in 1946 by adding a hydroxyl group to CQ and is much less toxic than CQ in animal studies 4 .",in 1946,closed,closed,closed,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,43,e4701bdf5d414ea8ca38a4d8d3f69540805293b0,281826,"TITLE PAGE Clinical features and laboratory inspection of novel coronavirus pneumonia (COVID-19) in Xiangyang, Hubei","Since December 2019, fast-multiplying outbreak of the 2019 novel coronavirus (2019-nCov) in China, which have reached multiple continents currently.",Since December 2019,right_open,right_open,right_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,44,2af91bbb625d983d5ad3aadb9e5f1d82268a0f1f,57728,Highly ACE2 Expression in Pancreas May Cause Pancreas Damage After SARS-CoV-2 Infection,"We retrospectively analyzed patients diagnosed with COVID-19 from January 1, 2020 to February 15, 2020.","from January 1, 2020 to February 15, 2020",closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,45,68b617740b5abe48673b58026457150cf7fc5985,1178379,Integrated Disease Surveillance and Response (IDSR) in Malawi: Implementation gaps and challenges for timely alert,MOH is hosting DHIS2 and the IDSR datasets are required to be entered intpDHIS2 by the focal person since late 2014.,since late 2014,right_open,right_open,right_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,46,a11f079f3652b13e131525ee5b691525fac47382,207682,Maximum entropy method for estimating the reproduction number: An investigation for COVID-19 in China,"The first period (from January 9, 2020 to January","from January 9, 2020 to January",closed_duration,left_open,left_open,wrong_label,0
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,47,107f0d5a47f48f85d6645cac0e7008edc4d9d8cd,18115,Quantitative Delineation of Herpesviruses in Bats for use in Ecological Studies,"sampled from Larva Cave on seven instances between June and August 2017, using two different techniques.",between June and August 2017,closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,48,1b4ab28a9391d516e1753874c73d2d244104f825,31469,A B,"The NCBI genome assemblies page was searched, on January 26, for taxonid of genus Betacoronavirus, resulting in a list of 22 genomes, including four isolates of SARS-CoV-2.",on January 26,closed,closed,closed,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,49,136ee862ad53b606c8f2bea917b9705f5079e88e,21908,Risk Assessment of Novel Coronavirus COVID-19 Outbreaks Outside China,Liu et al. utilized the exponential growth and maximum likelihood estimation methods and found that the 2019-nCoV may have a higher pandemic risk than SARS-CoV in 2003 [21] .,in 2003,closed,closed,closed,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,50,15e5dd0eb126bfe384c25ba551317eb9ba2ad1ef,24765,Title: Perceptions of the Adult US Population regarding the Novel Coronavirus Outbreak Short title: Perceptions regarding Novel Coronavirus Outbreak,Participants completed the questionnaire through the CloudResearch (4) online platform in early February 2020.,in early February 2020,closed,closed,closed,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,51,83323659de2f2d5ed3ca6ada7cf137a8a17bb014,166214,"Alpha-ketoamides as broad-spectrum inhibitors of coronavirus and enterovirus replication Structure-based design, synthesis, and activity assessment","Although the number of registered MERS cases is low (2494 as of November 30, 2019; www.who.int), the threat MERS-CoV poses to global public health may be even more serious than that presented by SARS-CoV.","as of November 30, 2019",left_open,left_open,left_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,52,6efde6b65a96f7b14d75d637f5dd77f8e6e1c51c,1233617,Taipei's Use of a Multi-Channel Mass Risk Communication Program to Rapidly Reverse an Epidemic of Highly Communicable Disease,"Since late 2002, several AHC epidemics have occurred in Asian countries such as Korea, Malaysia, and Singapore [6, 7, 8] .",Since late 2002,right_open,right_open,right_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,53,abcfffafab399149d4adadd6bb458c4994e2025d,220211,Time-varying transmission dynamics of Novel Coronavirus Pneumonia in China At a Glance Commentary Scientific Knowledge on the Subject: Since,"Zhao et al. estimated that the R0 of NCP was larger than 5.0 using national reported data from January 10 to January 24, 2020, under the scenario that the reporting rate was not changed during that period (12) .","from January 10 to January 24, 2020",closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,54,48f486ccea11b4ba01186e287124316c962857f7,93069,Protocol for a randomized controlled trial testing inhaled nitric oxide therapy in spontaneously breathing patients with COVID-19,"In 2004, a pilot study showed that low dose inhaled Nitric Oxide (NO) was able to shorten the time of ventilatory support during the SARS epidemic, sustained by another coronavirus, SARS-CoV [7] .",In 2004,closed,closed,closed,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,55,c747c5b5cdebe39ac26640ddfb010724d938d649,248162,A data-driven tool for tracking and predicting the course of COVID-19 1 epidemic as it evolves 2 3 4,"The positive and negative outliers one day before 251 and after 12 Feb are caused by the spike up and then down, with little effect on the 252 fitted linear trend (but increases its variance and therefore uncertainty).",after 12 Feb,right_open,right_open,right_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,56,e5b67b44363732e3c6c16a4948fdff40eeab3797,283950,,"Data from the Lombardy region, based on anonymous cell phone tracking (not showed here), suggests that almost 40% of the population of Lombardy were still commuting and moving around notwithstanding quarantine measures, although the trend from February 26, 2020 and March 16, 2020 clearly indicates a progressive reduction of displacements.","from February 26, 2020 and March 16, 2020",closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,57,1f63075aa219ae29132b49a0c7277632b9b31ba8,569878,P1 Cerebral autoregulation testing in a porcine model of intravenously administrated E. coli induced fulminant sepsis,The median ages before and after 2009 were 63.9 and 64.8 years.,after 2009,right_open,right_open,right_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,58,139b81bc9c99d76cffc2014c4851942d2f592950,478564,BMC Medical Informatics and Decision Making Modeling and detection of respiratory-related outbreak signatures,"We used the second half of the data from November 1st, 2003 onwards and added outbreakrelated counts to test for the detection of an outbreak signature.","from November 1st, 2003 onwards",right_open,right_open,right_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,59,53326420d7eb607538a248c0da27d3b092f651e2,108503,"Lessons learnt from 288 COVID-19 international cases: importations over time, effect of interventions, underdetection of imported cases","Imported cases after February 13, 2020 are in agreement with model predictions (Fig.3) .","after February 13, 2020",right_open,right_open,right_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,60,3034d4ed2359a4706ff9f5096b1945eaa3b8bd1f,65492,Preventing respiratory illness in older adults aged 60 years and above living in long-term care A rapid overview of reviews,The six systematic reviews were published between 1999 and 2018 (Appendix 3).,between 1999 and 2018,closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,61,28750ae423bceec7befb82f2b857f9d2ce989e90,49254,,From the adjusted cases between February 28 th and March 1 st it becomes clear that despite the observed .,between February 28 th and March 1 st,closed_duration,closed_duration,closed_duration,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,62,0fd300aefb704c20f32152b97b6194015f1c74e7,15462,Characterizing the transmission and identifying the control strategy for COVID-19 through epidemiological modeling,8247 was the total number of infectious (I) and exposed (E) on Jan. 20 th .,on Jan. 20 th,closed,closed,closed,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,63,160ecaaa5a766c289fc2f6b5499f0dfe7aab971c,24930,Stochastic discrete epidemic modeling of COVID-19 transmission in the Province of Shaanxi incorporating public health intervention and case importation,"It shows the effective reproduction number started to decline on January 23 rd , 2020 when the prediction and control strategies was strengthened, was less than 1 since around January 27 th , 2020, and stabilized at almost 0 recently, which means few new infections occur.","on January 23 rd , 2020",closed,__MISSING__,,missing_span,0
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,64,0139ea4ca580af99b602c6435368e7fdbefacb03,1045,A Combined Evidence Approach to Prioritize Nipah Virus Inhibitors,"In 2001 another strain of the virus was reported to cause an outbreak in Meherpur, Bangladesh.",In 2001,closed,__MISSING__,,missing_span,0
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,65,3becfc2b54e64064a86e184ec56dcc0397ea8395,79076,Dynamic Estimation of Epidemiological Parameters of COVID-19 Outbreak and Effects of Interventions on Its Spread,"It then climbed up and attained its maximum on January 24, 2020, which was 3.42 [95% CI 3.21-3.54].","on January 24, 2020",closed,closed,closed,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,66,0480084eefee6333df832a821af8945ea7ab379a,358534,A survey of visitors on Swedish livestock farms with reference to the spread of animal diseases,"Since 2006, the number of pig herds and dairy cattle herds has decreased and the average size of herds has increased [11] .",Since 2006,right_open,right_open,right_open,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,67,1c02f14de3ae4c5e26600b073ec6396caefb3830,32163,Outbound traffic from Wuhan and COVID-19 incidence Temporal relationship between outbound traffic from Wuhan and the 2019 coronavirus disease (COVID-19) incidence in China,"Red dots are predicted incidence based on actual traffic data in 2020, and the black lines are observed incidence.",in 2020,closed,closed,closed,correct,1
multi_pass,Multi-pass,qwen/qwen3.5-9b,qwen__qwen3.5-9b,68,8b2e50eb3ea84225580fbdbccccb4fcd3f062feb,172349,"Title: Intrinsic growth rules of patients infected, dead and cured with 2019 novel 1 coronavirus in mainland China 2",We modeled the epidemiologic characteristics of 2019-nCoV for 31 provinces in 225 mainland China based on the data from Jan 20 to Feb 19 during the outbreak.,from Jan 20 to Feb 19,closed_duration,closed_duration,closed_duration,correct,1
