experiment_name,experiment_label,model_name,model_slug,gold_row_index,article_id,id_phrase,article_title,phrase,gold_temporal_expression,gold_interval,predicted_interval_bucket,predicted_intervals_for_same_gold_span,row_status,counted_as_correct
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,134,2fef425f6ba67b76292a3adbd2a1385c0114e1c7,63185,AUTOMATIC IDENTIFICATION OF SARS CORONAVIRUS USING COMPRESSION-COMPLEXITY MEASURES A PREPRINT,"SARS-CoV-2 is the latest strain of the coronavirus, first discovered in late 2019 in Wuhan, China, that is responsible for the ongoing pandemic of coronavirus disease 2019 .",in late 2019,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,143,a11f079f3652b13e131525ee5b691525fac47382,207722,Maximum entropy method for estimating the reproduction number: An investigation for COVID-19 in China,"Therefore, we apply this exponential function to predicting the reproduction numbers for the next seven periods (from March 5, 2020 to June 10, 2020).","March 5, 2020 to June 10, 2020",closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,160,ed4a41df2cf4e14a59f8c3899a8b19a2fbf1c291,295497,,"Data on COVID-19 inpatients between January 20 th 2020 and March 2 nd 2020 was retrospectively collected from three clincial centers: Guangzhou Eighth People's Hospital, Zhongnan Hospital of Wuhan University and the Third Affiliated Hospital of Sun Yat-sen University.",between January 20 th 2020 and March 2 nd 2020,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,170,013d9d1cba8a54d5d3718c229b812d7cf91b6c89,1355,"Assessing spread risk of Wuhan novel coronavirus within and beyond China, January-April 2020: a travel network-based modelling study","Inc. The high-risk cities include Wuhan in Hubei province and 17 cities (Beijing, Shanghai, Guangzhou, Zhengzhou, Tianjin, Hangzhou, Jiaxing, Changsha, Xi'an, Nanjing, Shenzhen, Chongqing, Nanchang, Chengdu, Hefei, Fuzhou, and Dongguan) in other provinces receiving high volume of travellers from Wuhan during the two weeks before the city's lockdown on January 23 rd , 2020.","on January 23 rd , 2020",closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,174,4f53e43ba1bfb84611eaa839994f9297cdd65dc9,104080,The effectiveness of full and partial travel bans against COVID-19 spread in Australia for travellers from China,"Community transmission in Australia in early March is likely linked to imported cases from China, given the fairly long incubation period and less than 3 incubation periods since the first evacuation of Australians from Wuhan on February 3rd.",on February 3rd,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,183,08660499ee722a74043f8417faee3e1eeb9d0f5f,7638,International travelers and genomics uncover a 'hidden' Zika outbreak,", 2017; Metsky et al., 2017) , (2) differences in environmental conditions in 2016 lowering the susceptibility for Ae.",in 2016,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,222,3298d34e643c7a157f4226fde679f71194e417b5,68263,,"The logistic growth provides a better quality of fit after Feb 1 st in general, as we can see from the lower right panel in the figure for each province (see supplementary material).",after Feb 1 st,right_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,241,4aa612e5029df4c2a1db5a3655144affc80731be,95363,Understanding the CoVID-19 pandemic Curve through statistical approach,"The confirmed and recovered cases data are compiled from the daily situation reports downloaded from WHO organization for the period of 22nd January to 24th March, 2020 23 .",for the period of 22nd January to 24th March,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,248,281ed09feadb379021bb0d63faa25b484ca482f1,645736,,"For example, at follow-up 7-8 years after September 11, 2001 with the police officers who experienced the events, James found that 41.0 % had at least 2 life-threatening stressors since the terror attack [5] .","after September 11, 2001",right_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,254,0d0bb3af5f5665e4b529c7307b56ea40202ebc5d,12547,Growth rate and acceleration analysis of the COVID-19 pandemic reveals the effect of public health measures in real time,"On March 10 th 2020 Italy implemented a strict quarantine, and five days later the country reached its maximum acceleration and started to move towards an inflection of the exponential growth.",On March 10 th 2020,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,265,114ed64f52f503d9d2e2ba1fd1ee62b0a168cd84,19074,Acute Myocardial Injury of Patients with Coronavirus Disease 2019,"As of March 02, 2020, there were over 87137 confirmed cases worldwide, with 2977 deaths.","As of March 02, 2020",left_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,266,22050361f4804b78eff485fb99a7dfa42a0438ec,41114,What does simple power law kinetics tell about our response to coronavirus pandemic?,"Day 0 of a country is 20 days prior to April 1, 2020, it will be considered in the time windows of 0-14 days and 14-28 days but not considered in 28-42 days, 42-56 days, etc.","prior to April 1, 2020",left_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,272,4a9b8339e4848f1167074f91a27411a2d8c46609,95185,Quantifying the effect of quarantine control in Covid-19 infectious spread using machine learning,"In Italy, as of March 20 th , I(t) is appearing to be linear (Figure 4a) , which is consistent with lower rates of infections being actually reported (Horowitz & Kirkpatrick 2020) and can be taken as a precursor to stagnation.",as of March 20 th,left_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,278,0a54bc995e2c2b9bd0eff65aa7c00815fc16008d,10669,Capacities and predicted demands of Brazil's health system in view of the novel coronavirus disease outbreak,"Like the pandemic influenza in 1918, COVID-19 is associated with respiratory spread, an undetermined percentage of infected people with presymptomatic or asymptomatic cases transmitting infection to others, and a high fatality rate.","in 1918, COVID-19",closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,290,212653c35d23a66ab384645e2df82a63db28d1ea,39057,Using ILI surveillance to estimate state-specific case detection rates and forecast SARS-CoV-2 spread in the United States,", t + K) corresponds to a week after February 23, 2020","after February 23, 2020",right_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,314,134da4eba94dc9b9f03a9244d62aee56abe0de56,476264,A Novel Lactococcal Vaccine Expressing a Peptide from the M2 Antigen of H5N2 Highly Pathogenic Avian Influenza A Virus Prolongs Survival of Vaccinated Chickens,"According to the world health organization (WHO) update, since 2003 until February 2013, there were 620 confirmed cases of human infection with H5N1, of which 367 died due to disease complications.",since 2003,right_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,316,26f55674badfa21611298e1271eaa2cafdf0ce22,47604,Therapeutic Management of COVID-19 Patients: A systematic review Corresponding Author,"Readily accessible peer-reviewed full articles in English published from December 1 st , 2019 to March 26 th , 2020 were included.","from December 1 st , 2019 to March 26 th , 2020",closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,332,4f030bbfb35b1e3d40ef4b0e1f12ea8d82bc7900,103551,Title: Population-Level Mortality Rates from Novel Coronavirus (COVID-19) in South Korea,"The first case of the novel coronavirus in South Korea occurred in late January 2020, approximately two months after the first case globally occurred in the Hubei province of China.",in late January 2020,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,345,0fd300aefb704c20f32152b97b6194015f1c74e7,15281,Characterizing the transmission and identifying the control strategy for COVID-19 through epidemiological modeling,The examples used were the Diamond Princess Cruise and Wuhan prior to January 20 th when the diagnosis kit was not sufficiently available.,prior to January 20 th,left_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,364,0eda8331214ca028350b07e2953702f3078a105e,14108,Substantial undocumented infection facilitates the rapid dissemination of novel coronavirus (COVID-19),"Indeed, estimation of the epidemiological characteristics of the outbreak after January 23, indicate that government control efforts and population awareness have reduced the rate of spread of the virus (i.e. lower , , 4 ) and increased the reporting rate.","after January 23,",right_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,377,7ed2c0786eef3d39fa0435b461aa34ab454a4753,161358,Understanding the present status and forecasting of COVID-19 in Wuhan,"However, after February 6 th , fitting by a single Gaussian became difficult.",after February 6 th,right_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,389,115fad0dccbe00455572ee7f336b6c5b139ef4d3,19418,Accurate Identification of SARS-CoV-2 from Viral Genome Sequences using Deep Learning,We downloaded the dataset from the NGDC repository [6] on March 15 15 2020.,on March 15 15 2020.,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,397,7d3dcbbc2b0741fc544693d7b3fc185f0bd50eac,158661,Open-source analytics tools for studying the COVID-19 coronavirus outbreak,"The rapid, exponential growth phase in China spans roughly from January 15 to February 15, 2020, when the number of confirmed cases skyrocketed 1670-fold from 41 to 68,500.","from January 15 to February 15, 2020,",closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,400,92acb561ba0ebfbeb8efb529279ae659dcd9a548,181433,Modelling the COVID-19 epidemics in Brasil: Parametric identification and public health measures influence,"Figure 6 illustrates the good agreement of Brasil's full dataset (period from February 25th till March 29th) with the mathematical model predictions, after adopting the estimated values for the parameters in Table 4 .",period from February 25th till March 29th,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,411,5f6a410a4ba086b296100a8a5a10df59eb337c90,125209,Epidemic doubling time of the COVID-19 epidemic by Chinese province 1,"If half of the serial interval of 7.5 days is infectious, fr = 0.5, the effective reproductive number, R, in Hubei was 4.2, corresponding to a harmonic mean doubling time of 2.5 days from January 20 through February 9, 2020.","January 20 through February 9, 2020",closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,413,2afff5fe89a3e3ec270a41c2b929dfeec68d7d50,57901,Real-Time Estimation of the Risk of Death from Novel Coronavirus (COVID-19) Infection: Inference Using Exported Cases,"A total of 41 confirmed deaths were reported as of 24 January, 2020, the cCFR value was estimated at 5.3% (95% CI: 3.5%-7.5%) for Scenario 1 and 8.4% (95% CI: 5.3%-12.3%) for Scenario 2, respectively.",as of 24 January,left_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,420,2cd8b9a41c271e30c064212f8e113204d3e6e29e,59434,Emergence of evidence during disease outbreaks: lessons learnt from the Zika virus outbreak,"In 2013-2014, ZIKV caused an outbreak in French Polynesia [2, 3] .",In 2013-2014,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,424,4f53e43ba1bfb84611eaa839994f9297cdd65dc9,104079,The effectiveness of full and partial travel bans against COVID-19 spread in Australia for travellers from China,"The model predicted 57 cases by March 6 th in Australia, which is slightly less than the notified number of 66, which suggests the model assumptions were reasonable, given we did not account for cases coming in from other countries.",by March 6 th,left_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,425,08660499ee722a74043f8417faee3e1eeb9d0f5f,7703,International travelers and genomics uncover a 'hidden' Zika outbreak,"Out of a total of ~4 million air travelers departing Cuba between June and December of 2017, we found 18 countries and US states that received >20,000 travelers, with >100,000 arriving in Florida, Canada, Mexico, and Spain (Fig. 5B) .",between June and December,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,428,53d0f495085900746ae8492a12b1283c056e7308,109386,Window of Opportunity for Mitigation to Prevent Overflow of ICU capacity in Chicago by COVID-19,"In the other, shown by the blue curve (the ""just-in-time mitigation"" scenario), the mitigation was fully implemented by April 1 st 2020.",by April 1 st 2020,left_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,432,160ecaaa5a766c289fc2f6b5499f0dfe7aab971c,24978,Stochastic discrete epidemic modeling of COVID-19 transmission in the Province of Shaanxi incorporating public health intervention and case importation,"According to data from contact tracing, the first imported cases in the Shaanxi Province occurred earlier than January 10 th 2020, and most of the imported cases were imported to the Shaanxi Province before the implementation of the national travel restrictions on January 23 rd 2020.",on January 23 rd 2020,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,437,891750a4ccc2abe138f88668ea6dcb75260f7cbf,171116,Title: Chaos theory applied to the outbreak of Covid-19: an ancillary approach to decision-making in pandemic context,1 (t) -several models were obtained [23] for the period starting from 21 January to 5 February All rights reserved.,from 21 January to 5 February,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,438,3cda134b5b12d6c4f7e16658dded4e6e3db35c2a,81034,Risk factors for severe corona virus disease 2019 (COVID-19) patients : a systematic review and meta analysis,"According to the WHO report [5] , as of 10:00 on March 23, 2020, a total of 334,695 confirmed cases and 14,526 deaths were reported in 140 countries and regions worldwide.","on March 23, 2020",closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,461,d4fe683366f2ae526f63f4cb999e06e2c56ccf3b,266369,Prevalence and Factors Associated with Depression and Anxiety of Hospitalized Patients with COVID-19,"This descriptive quantitative cross-sectional study included 144 patients with confirmed COVID-19 who were admitted from 23 February 2020 to 13 March 2020 in Huoshenshan Hospital (Wuhan, China) during the COVID-19 epidemic.",23 February 2020 to 13 March 2020,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,463,0022796bb2112abd2e6423ba2d57751db06049fb,323989,Public Health Responses to and Challenges for the Control of Dengue Transmission in High-Income Countries: Four Case Studies,These efforts have been associated with reduced case numbers from 2010 to 2012 [70] .,2010 to 2012,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,466,7325363d061f0f4699e29bfa544438e14e7c207d,145664,Longitudinal characteristics of lymphocyte responses and cytokine profiles in the peripheral blood of SARS-CoV-2 infected patients,"The 40 confirmed COVID-19 patients at Wuhan Union Hospital during January 5 to January 24, 2020 were enrolled into this retrospective single-center study.","January 5 to January 24, 2020",closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,469,dff6892b96d1472ca2e82de43d43c8a4459d9d29,277921,Building a COVID-19 Vulnerability Index,"We also excluded members who lost coverage within 3 months after 9/30/2016, except for those members who lost coverage due to death.",after 9/30/2016,right_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,478,03813d8657ba43ea382788caec2d14257b26d8fd,3285,Predict the next moves of COVID-19: reveal the temperate and tropical countries scenario,"After the incidence of some mysterious SARS-like cluster pneumonia, cases with unknown aetiology on December Wuhan, the center of coronavirus easing of its' 'City Closure' situation after a lap of two months since 23 January, 2020 for successful attempts of the Chinese Government (7,8), when the other countries have newly been imposed the lockdown for uncertain period of time.",on December,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,490,63781701d3aac3b1640caae24b2c8c2a06c8e6ab,128653,Comparison of alternative models of human movement and the spread of disease,"We confront these models weekly data on measles incidence from all 954 cities and 73 towns in England and Wales from 1944 to 1965 [4, 19] .",1944 to 1965,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,492,189ebc4f63c934960c6627e9b4138955ffe12f1d,28842,A Genomic Survey of SARS-CoV-2 Reveals Multiple Introductions into Northern California without a Predominant Lineage,"A large outbreak was associated with travel on the US cruise ship Grand Princess, which undertook two consecutive voyages from San Francisco (to Mexico on February 11 -22, and to Hawaii on February 22-March 4) with much of the same crew and a shared subset of passengers.",on February 22-March,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,505,250c1f24a22bcb81973ea532f8236838987e0872,615890,Pathogenesis of bacterial infections A1 The outcome of patients with recurrent versus non-recurrent pneumococcal meningitis in a tertiary health-care hospital in Bucharest,"The following risk factors for HBV or HCV transmission were significantly more prevalent in the study group: blood transfusion or organ transplantation after 1992 (p = 0.029), history of coagulopathy (p = 0.048), injected drug use (p = 0.048), having lived with someone with hepatitis B (p = 0.005), history of travel to countries with high HBV risk (p < 0.001), never having undergone screening for hepatitis (p < 0.001) or HIV (p < 0.001), history of unprotected oral (p = 0.004) or vaginal (p = 0.004) intercourse with more than one partner in the last year, occupational exposure to HIV/hepatitis (p < 0.001 each), tattoos or piercing (p < 0.001).",after 1992,right_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,527,a11f079f3652b13e131525ee5b691525fac47382,207696,Maximum entropy method for estimating the reproduction number: An investigation for COVID-19 in China,"medRxiv preprint quarantine measures, the reproduction number for the second period (from January 23, 2020 to February 5, 2020) has been reduced to 3.122 with the reduction amplitude being 15 .78%.","January 23, 2020 to February 5, 2020",closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,530,0b282573f5c63c943021c10ca39a1ed21acfb429,11418,A data-driven assessment of early travel restrictions related to the spreading of the novel COVID-19 within mainland China,"In other words, if no further measures are taken and no modifications are made to the model, one would find that the number of simulated cases at day τ in 2019 would be the same ∆ days after τ in 2020.",in 2019 would be,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,532,46634d03aa169aab9c372746ebaf3aaa65d7c7d9,90231,Case fatality rate of novel coronavirus disease 2019 in China 1,"The death number when 161 was firstly more than the case number at day 2 was Feb 5 (day 15), so the T should be less 162 than or equal to 12 (14-2).",was Feb 5,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,535,0212e200dc708984bda32b474aa6a1437c6a3c3d,339738,Risks of Novel Coronavirus Disease (COVID-19) in Preg- nancy; a Narrative Review,"In this review, we searched for all articles published in various databases including PubMed, Scopus, Embase, Science Direct and Web of Science using MeSH-compliant keywords including COVID-19, Pregnancy, vertical transmission, Coronavirus 2019, SARS-CoV-2 and 2019-nCoV from December 2019 to March 11 2020 and then reviewed them.",December 2019 to March 11 2020,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,536,eb8ac60527db35b10881cb4fd86b8a6e21983d02,292728,"Title: A descriptive study of the impact of diseases control and prevention on the epidemics 1 dynamics and clinical features of SARS-CoV-2 outbreak in Shanghai, lessons learned for","However, the trend 247 had turned to a declining phase since January 31 st .",since January 31 st,right_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,539,4e7cd4e923777d6caaa76bb2b93f6121bcd5b6a3,102480,First isolation and characterisation of Alongshan virus in Russia,"In 2014, from the beginning of May to the middle of June, unfed adult ticks were collected by flagging from vegetation in the Republic of Karelia and Chelyabinsk region (Supplementary file 1).",In 2014,closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,547,160ecaaa5a766c289fc2f6b5499f0dfe7aab971c,24955,Stochastic discrete epidemic modeling of COVID-19 transmission in the Province of Shaanxi incorporating public health intervention and case importation,"Note that the effective number has been declining, and is less than unity since January 27 th 2020.",since January 27 th 2020,right_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,555,537009c0181c3269f40753f75ddca4d17ae8abae,108840,Estimating the cure rate and case fatality rate of the ongoing epidemic COVID-19,"For example, up to 24:00 on February 16, 2020, All rights reserved.","on February 16, 2020",closed,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,565,272aa208a9e8ae2f2e0b4b2a74ec6ef0c53014bb,48373,CoViD-19: Meta-heuristic optimization based forecast method on time dependent bootstrapped data,The data set includes 38 daily data points collected at national level during the period starting from January 19 th to March 27 th .,from January 19 th to March 27 th,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,578,686135083f06748330ae6bcd283556b00ca6925c,134085,Pre-outbreak determinants of perceived risks of corona infection and preventive measures taken. A prospective population-based study Perceived risks and preventive measures corona outbreak,"Main results of this prospective population based-study are that during the 2-week study period (March 2 to March 17 2020) the number of respondents who perceived the risk of being infected by the coronavirus as high, increased sharply (10% to 44%).",March 2 to March 17 2020,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,585,ccbd77429a76452199ca99e5c436bc398578f78d,256116,Tracking and forecasting milepost moments of the epidemic in the early-outbreak: framework and applications to the COVID-19,"From it we can see that the prediction of second turning point mainly concentrated in the range from Feb 9th to Feb 11th, which is consistent with the observed second turning point in reality.",Feb 9th to Feb 11th,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,587,3da1a03cb675f463b0d8e30744aa33512241dd29,81782,SEIR Transmission dynamics model of 2019 nCoV coronavirus with considering the weak infectious ability and changes in latency duration,"The current theoretical estimation of the number of infected people in China is in good agreement with the raw number of infected people in the period from January 23, 2020 to February 10, 2020.","from January 23, 2020 to February 10, 2020.",closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,605,993a9b572dd0a0052a07fd7850ade2e1c7debb0c,188152,Causal empirical estimates suggest COVID-19 transmission rates are highly seasonal,"263 Specifically, for January 22, 2020 to March 15, 2020, we collect daily mean 2-meter temperature (in degrees centigrade), total 2-meter precipitation (in mm), and mean 1000 hPA specific humidity (in kg/kg).","for January 22, 2020 to March 15, 2020",closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,607,0180abece22ace6548f4601591c98059808d0509,334983,Enterovirus D68 Infections Associated with Severe Respiratory Illness in Elderly Patients and Emergence of a Novel Clade in Hong Kong,"In US, only 26 cases of EV-D68 infections were detected by passive EV surveillance from 1970 to 2005 34 .",1970 to 2005,closed_duration,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,621,793a82a423402d4c2badcc9b37f1b352ecc7e519,154039,,Another concern is that the IHME predictions assume that social distancing (SD) measures will be maintained through the end of May 2020.,through the end of May 2020,right_open,left_open,left_open,wrong_label,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,625,a5944e859b017fd4504ea042daaec613f3fba167,211169,"Human, Nonhuman Primate, and Bat Cells Are Broadly Susceptible 1 to Tibrovirus Particle Cell Entry 2 3 Running Title: 3/5 words",", 2011)) Deposited at WRECA some time prior to 1995.",prior to 1995,left_open,__MISSING__,,missing_span,0
single_pass,Single-pass,minimax/minimax-m2.7,minimax__minimax-m2.7,641,ab8c488ab6d262aaaa2dda1f953257c5af588064,220010,Spatial Visualization of Cluster-Specific COVID-19 Transmission Network in South Korea During the Early Epidemic Phase,"The time series data contains both overall statistics such as the number of tests as well as geographical data within South Korea from January 20, 2020 to March 12, 2020.","from January 20, 2020 to March 12, 2020.",closed_duration,__MISSING__,,missing_span,0
